"Source:  IRS Individual Master File, Statistics of Income, August 2011 Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Amount Amount"
39,113,Montgomery County,230581,459018,10792219,8064766,192634,229872
39,115,Morgan County,5382,11649,194644,149415,1791,3547
39,117,Morrow County,13536,29614,572687,459417,3191,6844
39,119,Muskingum County,35264,73544,1427635,1127250,16976,28180
39,121,Noble County,4964,10618,184974,145971,1321,2840
39,123,Ottawa County,18861,37208,901923,648730,12526,23407
39,125,Paulding County,8186,17694,340038,240491,4116,6898
39,127,Perry County,13725,30253,534213,429086,3106,7183
39,129,Pickaway County,21221,45744,991531,777613,6792,16344
39,131,Pike County,10430,23367,388303,298452,3150,7933
39,133,Portage County,65650,131317,3159049,2494682,36610,56164
39,135,Preble County,17612,37207,744059,554771,6100,13525
39,137,Putnam County,14843,33124,730392,554700,10634,16665
39,139,Richland County,51300,105889,2117394,1585801,25967,43735
39,141,Ross County,29662,62171,1300393,970262,9493,21298
39,143,Sandusky County,26774,54908,1118885,860813,11408,20413
39,145,Scioto County,27465,60497,1117822,852655,10114,22279
39,147,Seneca County,24059,49425,956816,725895,11423,20407
39,149,Shelby County,20865,45352,947747,729183,11999,19074
39,151,Stark County,160577,327704,7394406,5608522,108936,157411
39,153,Summit County,232427,465803,12063479,9389962,190096,266316
39,155,Trumbull County,90902,181989,3725201,2578809,44732,90505
39,157,Tuscarawas County,39813,84265,1599145,1218280,17632,33044
39,159,Union County,19785,44702,1170963,967765,9161,14874
39,161,Van Wert County,12460,26518,519334,373861,5519,11573
39,163,Vinton County,4773,10579,169156,131431,3732,3741
39,165,Warren County,84799,193903,6022189,4904899,79986,86101
39,167,Washington County,25613,52769,1092986,824045,15682,24413
39,169,Wayne County,47164,102354,2096925,1542904,30777,49829
39,171,Williams County,16416,33921,655895,501768,8090,16106
39,173,Wood County,50971,105160,2751244,2131202,33779,52044
39,175,Wyandot County,9921,20429,406576,303689,5172,8821
1 Interest includes taxable and non-taxable interest,,,,,,,,
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.",,,,,,,,
