"Source:  IRS Individual Master File, Statistics of Income, August 2011 Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Amount Number of returns","Source:  IRS Individual Master File, Statistics of Income, August 2011 Amount Amount Amount Amount Amount Amount Amount Amount"
47,121,Meigs County,4234,9509,160104,125280,1031,3246
47,123,Monroe County,16179,36373,604663,438110,8558,13607
47,125,Montgomery County,67789,153898,2857431,2329890,15522,43936
47,127,Moore County,2383,5325,111498,88912,894,2393
47,129,Morgan County,7081,15992,259489,211210,834,4987
47,131,Obion County,12783,27972,545357,404100,5666,13695
47,133,Overton County,7888,17802,270693,212870,859,7149
47,135,Perry County,2814,6273,92275,68817,673,3066
47,137,Pickett County,1811,3907,62570,43342,1175,2080
47,139,Polk County,6263,13977,226146,174883,1665,4660
47,141,Putnam County,26934,58706,1200800,851765,12822,41357
47,143,Rhea County,11410,26053,454184,361036,2309,7344
47,145,Roane County,20992,45145,1001756,757151,8845,23100
47,147,Robertson County,27069,62353,1207247,1001229,5408,19327
47,149,Rutherford County,103042,231274,4975877,4152339,39379,70577
47,151,Scott County,7275,17005,242988,196395,618,4515
47,153,Sequatchie County,5064,11641,200901,153642,1319,5844
47,155,Sevier County,37148,79004,1348151,1012765,10953,39218
47,157,Shelby County,383418,831947,18709495,15279318,250166,353342
47,159,Smith County,7236,16188,281088,223444,3143,8771
47,161,Stewart County,5143,11510,207138,156050,1039,4395
47,163,Sullivan County,63061,131789,2847530,2168007,38787,77145
47,165,Sumner County,63114,141978,3256219,2644903,36063,66186
47,167,Tipton County,23196,53865,1045406,853985,4188,11220
47,169,Trousdale County,2973,6642,109821,89111,589,2343
47,171,Unicoi County,6825,14371,265109,203436,2005,6078
47,173,Union County,6710,15330,228518,183016,1082,4110
47,175,Van Buren County,2029,4407,60154,48543,347,1378
47,177,Warren County,14815,33752,509586,396617,4906,16843
47,179,Washington County,48158,99225,2298799,1782680,21457,56157
47,181,Wayne County,5159,11681,173194,140713,1154,4686
47,183,Weakley County,11909,25724,480105,368254,3640,13448
47,185,White County,9599,21169,318290,244887,1552,7342
47,187,Williamson County,66274,164380,6241571,4913652,109880,154998
47,189,Wilson County,45164,101987,2515478,2040659,20360,50820
1 Interest includes taxable and non-taxable interest,,,,,,,,
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.",,,,,,,,
