STATEFIPS,STATE,COUNTYFIPS,COUNTYNAME,AGI_STUB,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
26,MI,099,Macomb County,0,418471.0000,162235.0000,249649.0000,801617.0000,241048.0000,19682217.000,332375.0000,14619412.000,176682.0000,284910.0000,83686.0000,226474.0000,74473.0000,144855.0000,54849.0000,489770.0000,582.0000,63209.0000,66528.0000,47734.0000,587189.0000,101009.0000,1967159.0000,67852.0000,576454.0000,55815.0000,632318.0000,1051.0000,14159.0000,147807.0000,2844753.0000,122413.0000,469738.0000,21004.0000,18258.0000,138518.0000,438625.0000,147466.0000,973398.0000,126206.0000,1024524.0000,127398.0000,314882.0000,315157.0000,12902208.000,142456.0000,195417.0000,65788.0000,86687.0000,14730.0000,6389.0000,30463.0000,21703.0000,65982.0000,138511.0000,56590.0000,117437.0000,43076.0000,53667.0000,4537.0000,17462.0000,281286.0000,1996224.0000,307406.0000,2051416.0000,64744.0000,182747.0000,330066.0000,904364.0000
26,MI,101,Manistee County,0,11340.0000,5031.0000,6747.0000,21275.0000,5511.0000,435563.0000,8443.0000,281700.0000,5351.0000,8729.0000,2401.0000,7252.0000,2053.0000,4930.0000,1772.0000,14002.0000,245.0000,1732.0000,5196.0000,1684.0000,20547.0000,3389.0000,63778.0000,1704.0000,12210.0000,1944.0000,20775.0000,41.0000,602.0000,2578.0000,48469.0000,1780.0000,6323.0000,716.0000,693.0000,2430.0000,7744.0000,2564.0000,15491.0000,1983.0000,14480.0000,2027.0000,6006.0000,7964.0000,266622.0000,3270.0000,3464.0000,1452.0000,1869.0000,246.0000,103.0000,862.0000,560.0000,1995.0000,3905.0000,1702.0000,3440.0000,1173.0000,1386.0000,84.0000,326.0000,7077.0000,37753.0000,7771.0000,40537.0000,1752.0000,3861.0000,8724.0000,20927.0000
26,MI,103,Marquette County,0,30281.0000,13087.0000,16297.0000,55990.0000,14761.0000,1399649.0000,24267.0000,1012438.0000,13779.0000,15078.0000,6864.0000,19422.0000,6275.0000,14549.0000,3649.0000,33446.0000,117.0000,4969.0000,23359.0000,3157.0000,44705.0000,8342.0000,180221.0000,3618.0000,26501.0000,4618.0000,47452.0000,115.0000,1487.0000,7080.0000,131585.0000,5693.0000,24029.0000,1166.0000,1209.0000,6624.0000,18976.0000,7056.0000,46396.0000,5807.0000,41950.0000,5547.0000,17137.0000,23327.0000,928181.0000,10437.0000,12331.0000,4345.0000,5968.0000,1085.0000,496.0000,2968.0000,2059.0000,4536.0000,7782.0000,3900.0000,7054.0000,2450.0000,2872.0000,379.0000,1903.0000,21077.0000,140161.0000,22172.0000,146581.0000,4480.0000,10017.0000,24372.0000,58692.0000
26,MI,105,Mason County,0,13783.0000,6063.0000,7990.0000,26377.0000,7301.0000,543881.0000,10586.0000,358071.0000,5834.0000,9343.0000,2951.0000,9037.0000,2667.0000,6273.0000,2095.0000,16568.0000,387.0000,2032.0000,12748.0000,1721.0000,22659.0000,3551.0000,65604.0000,2200.0000,15123.0000,2059.0000,21964.0000,34.0000,516.0000,3240.0000,61052.0000,2415.0000,8979.0000,709.0000,722.0000,3020.0000,8975.0000,3232.0000,19624.0000,2516.0000,18151.0000,2624.0000,9727.0000,9474.0000,335806.0000,4178.0000,4608.0000,1828.0000,2291.0000,456.0000,206.0000,1065.0000,631.0000,2691.0000,5420.0000,2349.0000,4834.0000,1682.0000,2110.0000,125.0000,624.0000,8326.0000,49862.0000,9125.0000,53406.0000,2047.0000,5762.0000,10723.0000,27799.0000
26,MI,107,Mecosta County,0,16385.0000,7511.0000,8836.0000,32439.0000,9399.0000,650646.0000,12679.0000,443913.0000,6134.0000,8989.0000,3132.0000,8482.0000,2824.0000,5663.0000,2339.0000,18847.0000,552.0000,2378.0000,5718.0000,2033.0000,28994.0000,4474.0000,87701.0000,2477.0000,18590.0000,2700.0000,30537.0000,40.0000,392.0000,3684.0000,67197.0000,2799.0000,10910.0000,750.0000,750.0000,3424.0000,8941.0000,3670.0000,21596.0000,2910.0000,20880.0000,2784.0000,9698.0000,11352.0000,401101.0000,5116.0000,5643.0000,2269.0000,2946.0000,449.0000,217.0000,1146.0000,794.0000,3201.0000,6335.0000,2781.0000,5628.0000,1991.0000,2425.0000,129.0000,482.0000,9923.0000,57562.0000,10982.0000,61482.0000,2418.0000,6414.0000,12918.0000,32393.0000
26,MI,109,Menominee County,0,11007.0000,4969.0000,7391.0000,20941.0000,5605.0000,442698.0000,8731.0000,313885.0000,4848.0000,6862.0000,2318.0000,10410.0000,2141.0000,8033.0000,1463.0000,5876.0000,310.0000,1601.0000,10582.0000,1361.0000,13679.0000,2574.0000,40657.0000,1976.0000,13295.0000,1464.0000,13451.0000,34.0000,466.0000,2133.0000,38066.0000,1708.0000,7812.0000,382.0000,319.0000,1995.0000,4442.0000,2128.0000,13130.0000,1641.0000,10806.0000,1604.0000,4720.0000,8025.0000,289364.0000,3658.0000,9684.0000,1668.0000,2193.0000,194.0000,87.0000,931.0000,633.0000,1934.0000,3670.0000,1652.0000,3228.0000,1124.0000,1299.0000,69.0000,339.0000,7132.0000,37738.0000,7697.0000,40368.0000,1480.0000,3330.0000,8775.0000,28708.0000
26,MI,111,Midland County,0,39197.0000,18332.0000,21037.0000,78144.0000,23554.0000,2418495.0000,31477.0000,1768927.0000,20808.0000,34017.0000,11407.0000,58371.0000,10551.0000,46837.0000,5191.0000,62359.0000,440.0000,8325.0000,40248.0000,4448.0000,67811.0000,10348.0000,245708.0000,4411.0000,33659.0000,5769.0000,71945.0000,224.0000,3949.0000,13302.0000,293394.0000,11061.0000,59956.0000,1927.0000,2123.0000,12528.0000,46142.0000,13270.0000,112811.0000,10520.0000,80632.0000,11345.0000,54270.0000,30045.0000,1699022.0000,14473.0000,30882.0000,6097.0000,8236.0000,1596.0000,683.0000,3418.0000,2296.0000,5782.0000,10891.0000,4984.0000,9596.0000,3435.0000,4134.0000,1360.0000,6244.0000,27130.0000,296878.0000,28847.0000,308641.0000,6245.0000,24329.0000,30830.0000,89948.0000
26,MI,113,Missaukee County,0,6495.0000,3225.0000,4059.0000,13537.0000,4115.0000,221913.0000,4958.0000,151742.0000,2386.0000,3681.0000,1053.0000,2043.0000,907.0000,1232.0000,1148.0000,7898.0000,307.0000,847.0000,11349.0000,751.0000,7389.0000,1594.0000,27432.0000,1174.0000,8619.0000,880.0000,8332.0000,0.0000,0.0000,1269.0000,22535.0000,928.0000,2967.0000,300.0000,282.0000,1184.0000,2520.0000,1268.0000,6065.0000,944.0000,6395.0000,986.0000,4515.0000,4324.0000,126000.0000,1963.0000,2214.0000,979.0000,1264.0000,192.0000,78.0000,415.0000,253.0000,1398.0000,2899.0000,1187.0000,2509.0000,938.0000,1254.0000,28.0000,107.0000,3655.0000,15649.0000,4216.0000,17327.0000,954.0000,1670.0000,5065.0000,12842.0000
26,MI,115,Monroe County,0,71173.0000,32112.0000,43872.0000,143145.0000,43906.0000,3559298.0000,59137.0000,2646330.0000,29951.0000,40787.0000,13515.0000,41580.0000,11704.0000,25800.0000,8692.0000,78212.0000,1026.0000,9639.0000,27659.0000,7519.0000,96324.0000,19273.0000,386733.0000,11369.0000,81858.0000,10069.0000,108167.0000,236.0000,3736.0000,24196.0000,458928.0000,20555.0000,87218.0000,2984.0000,2807.0000,22785.0000,60303.0000,24130.0000,157621.0000,21209.0000,175980.0000,20096.0000,52816.0000,54924.0000,2330042.0000,24642.0000,32131.0000,12806.0000,18017.0000,2321.0000,1003.0000,5547.0000,3829.0000,10137.0000,20478.0000,8826.0000,18126.0000,6810.0000,8347.0000,768.0000,3422.0000,49961.0000,351758.0000,53582.0000,370203.0000,11087.0000,33858.0000,56754.0000,155302.0000
26,MI,117,Montcalm County,0,26265.0000,12258.0000,15640.0000,55153.0000,17621.0000,963085.0000,20798.0000,708379.0000,8777.0000,13390.0000,3533.0000,9509.0000,3072.0000,6258.0000,3792.0000,24736.0000,881.0000,2619.0000,17945.0000,2510.0000,28247.0000,6415.0000,99171.0000,4866.0000,36110.0000,3141.0000,29587.0000,51.0000,682.0000,5819.0000,97695.0000,4710.0000,14768.0000,907.0000,818.0000,5457.0000,12490.0000,5791.0000,29609.0000,4861.0000,33496.0000,4178.0000,14103.0000,18210.0000,559080.0000,8492.0000,9969.0000,4635.0000,5990.0000,710.0000,335.0000,1929.0000,1129.0000,5795.0000,11991.0000,5097.0000,10590.0000,3898.0000,4888.0000,134.0000,792.0000,15662.0000,73388.0000,17481.0000,79604.0000,3408.0000,9678.0000,21179.0000,54558.0000
26,MI,119,Montmorency County,0,4457.0000,2197.0000,2783.0000,8412.0000,1869.0000,149827.0000,3079.0000,77159.0000,1898.0000,3455.0000,854.0000,2163.0000,756.0000,1461.0000,648.0000,3034.0000,118.0000,636.0000,2616.0000,669.0000,8532.0000,1737.0000,35352.0000,809.0000,6233.0000,1007.0000,9777.0000,0.0000,0.0000,842.0000,14365.0000,534.0000,1515.0000,264.0000,306.0000,782.0000,1814.0000,834.0000,3869.0000,674.0000,5037.0000,629.0000,1586.0000,2973.0000,84273.0000,1098.0000,1078.0000,462.0000,549.0000,64.0000,27.0000,296.0000,190.0000,897.0000,1615.0000,764.0000,1408.0000,462.0000,544.0000,0.0000,0.0000,2642.0000,11146.0000,3028.0000,11951.0000,682.0000,1292.0000,3441.0000,7737.0000
26,MI,121,Muskegon County,0,74377.0000,29591.0000,41972.0000,149575.0000,47936.0000,2968298.0000,59025.0000,2177935.0000,24166.0000,36257.0000,12137.0000,40633.0000,10766.0000,26473.0000,9969.0000,72537.0000,405.0000,8970.0000,27134.0000,8055.0000,102294.0000,16690.0000,258176.0000,13571.0000,106380.0000,9017.0000,94117.0000,211.0000,2983.0000,19055.0000,345524.0000,15670.0000,59977.0000,2802.0000,2724.0000,17970.0000,52925.0000,19003.0000,120498.0000,15936.0000,110086.0000,15669.0000,54023.0000,51417.0000,1811531.0000,25071.0000,29700.0000,12615.0000,16107.0000,2531.0000,1185.0000,5350.0000,3326.0000,16717.0000,36695.0000,15018.0000,32352.0000,11441.0000,13768.0000,693.0000,3508.0000,44159.0000,263565.0000,48957.0000,281439.0000,9213.0000,22696.0000,60519.0000,163203.0000
26,MI,123,Newaygo County,0,20886.0000,9948.0000,12885.0000,44013.0000,13957.0000,800682.0000,16392.0000,578938.0000,7329.0000,9859.0000,3114.0000,9133.0000,2780.0000,5790.0000,2913.0000,14820.0000,622.0000,2465.0000,7838.0000,2372.0000,33599.0000,4874.0000,76415.0000,3906.0000,28605.0000,2674.0000,26718.0000,53.0000,641.0000,5064.0000,92472.0000,4064.0000,14191.0000,857.0000,818.0000,4725.0000,13037.0000,5058.0000,29338.0000,4095.0000,28488.0000,3851.0000,14875.0000,14289.0000,471901.0000,6770.0000,7721.0000,3499.0000,4476.0000,552.0000,263.0000,1467.0000,915.0000,4320.0000,9000.0000,3807.0000,7891.0000,3046.0000,4080.0000,127.0000,494.0000,12245.0000,64260.0000,13653.0000,69221.0000,2651.0000,6834.0000,16682.0000,44072.0000
26,MI,125,Oakland County,0,607701.0000,240713.0000,343718.0000,1172123.0000,357474.0000,42153744.000,487419.0000,30144812.000,279801.0000,794360.0000,166229.0000,983179.0000,150353.0000,663193.0000,98516.0000,1489856.0000,688.0000,139676.0000,1252134.0000,70634.0000,1318137.0000,136884.0000,3135915.0000,74125.0000,659124.0000,83948.0000,1173039.0000,5642.0000,120532.0000,259926.0000,6575967.0000,216320.0000,1345760.0000,35477.0000,33036.0000,239445.0000,1116997.0000,259224.0000,2580551.0000,212507.0000,2132098.0000,226708.0000,925969.0000,470964.0000,31139717.000,219297.0000,318565.0000,86957.0000,113468.0000,24959.0000,12086.0000,45241.0000,35434.0000,76255.0000,147309.0000,64173.0000,123243.0000,49423.0000,62602.0000,26210.0000,147840.0000,428381.0000,6156652.0000,462495.0000,6430004.0000,117342.0000,582770.0000,456230.0000,1643061.0000
26,MI,127,Oceana County,0,11911.0000,5518.0000,7411.0000,25196.0000,7713.0000,436750.0000,9250.0000,283511.0000,4013.0000,7262.0000,1931.0000,7594.0000,1681.0000,5573.0000,1835.0000,10854.0000,480.0000,1522.0000,13331.0000,1522.0000,18131.0000,2840.0000,49238.0000,2479.0000,18214.0000,1681.0000,17401.0000,33.0000,367.0000,2496.0000,46756.0000,1831.0000,7023.0000,587.0000,566.0000,2339.0000,7061.0000,2491.0000,15406.0000,1925.0000,13660.0000,1950.0000,7185.0000,7795.0000,253393.0000,3597.0000,3801.0000,1789.0000,2126.0000,294.0000,133.0000,836.0000,514.0000,2493.0000,5383.0000,2191.0000,4742.0000,2086.0000,3026.0000,100.0000,472.0000,6547.0000,35179.0000,7379.0000,38202.0000,1605.0000,4624.0000,9527.0000,26481.0000
26,MI,129,Ogemaw County,0,9518.0000,4404.0000,5713.0000,18312.0000,4786.0000,325035.0000,7231.0000,203477.0000,3792.0000,5238.0000,1495.0000,4448.0000,1301.0000,3328.0000,1407.0000,10226.0000,210.0000,1201.0000,2701.0000,1089.0000,12059.0000,2994.0000,57020.0000,1555.0000,11485.0000,1657.0000,15615.0000,23.0000,409.0000,1873.0000,33550.0000,1343.0000,4484.0000,455.0000,432.0000,1734.0000,3983.0000,1864.0000,9397.0000,1489.0000,10350.0000,1419.0000,3826.0000,6336.0000,186612.0000,2392.0000,2520.0000,1127.0000,1392.0000,191.0000,81.0000,579.0000,388.0000,2089.0000,4196.0000,1795.0000,3720.0000,1213.0000,1457.0000,61.0000,214.0000,5591.0000,25866.0000,6395.0000,28047.0000,1382.0000,2807.0000,7500.0000,17858.0000
26,MI,131,Ontonagon County,0,3018.0000,1453.0000,1659.0000,5535.0000,1212.0000,112212.0000,2213.0000,69713.0000,1661.0000,1661.0000,690.0000,1465.0000,604.0000,1042.0000,445.0000,2966.0000,63.0000,456.0000,1435.0000,485.0000,5267.0000,1064.0000,18819.0000,636.0000,5723.0000,613.0000,5823.0000,0.0000,0.0000,441.0000,7702.0000,310.0000,1005.0000,110.0000,104.0000,405.0000,1002.0000,437.0000,2212.0000,292.0000,1827.0000,295.0000,970.0000,2182.0000,68512.0000,826.0000,780.0000,301.0000,377.0000,28.0000,12.0000,275.0000,167.0000,512.0000,826.0000,426.0000,700.0000,233.0000,277.0000,0.0000,0.0000,1974.0000,9155.0000,2140.0000,9840.0000,511.0000,983.0000,2322.0000,5069.0000
26,MI,133,Osceola County,0,9902.0000,4770.0000,5802.0000,20618.0000,6355.0000,367289.0000,7732.0000,251777.0000,3304.0000,4992.0000,1470.0000,2985.0000,1277.0000,2020.0000,1541.0000,13877.0000,508.0000,1142.0000,6666.0000,1078.0000,11595.0000,2576.0000,42790.0000,1896.0000,13910.0000,1354.0000,12557.0000,0.0000,0.0000,1814.0000,33454.0000,1420.0000,5060.0000,343.0000,336.0000,1648.0000,3605.0000,1807.0000,9450.0000,1391.0000,9054.0000,1318.0000,5306.0000,6779.0000,213349.0000,3048.0000,3540.0000,1552.0000,2004.0000,283.0000,122.0000,669.0000,443.0000,2163.0000,4456.0000,1887.0000,3974.0000,1374.0000,1737.0000,53.0000,186.0000,5841.0000,28767.0000,6555.0000,31068.0000,1382.0000,2766.0000,7860.0000,21294.0000
26,MI,135,Oscoda County,0,3661.0000,1787.0000,2485.0000,7219.0000,1941.0000,116837.0000,2622.0000,63614.0000,1509.0000,2617.0000,477.0000,922.0000,432.0000,551.0000,604.0000,5338.0000,92.0000,427.0000,1722.0000,429.0000,4708.0000,1210.0000,22439.0000,614.0000,4496.0000,648.0000,5355.0000,0.0000,0.0000,552.0000,9865.0000,365.0000,1177.0000,172.0000,176.0000,502.0000,992.0000,551.0000,2484.0000,417.0000,2699.0000,390.0000,1440.0000,2326.0000,63989.0000,878.0000,928.0000,437.0000,568.0000,52.0000,21.0000,225.0000,133.0000,764.0000,1379.0000,628.0000,1203.0000,410.0000,491.0000,0.0000,0.0000,2049.0000,8387.0000,2365.0000,9118.0000,501.0000,895.0000,2848.0000,6318.0000
26,MI,137,Otsego County,0,11843.0000,5401.0000,6505.0000,23228.0000,6801.0000,437275.0000,9359.0000,328086.0000,4402.0000,7544.0000,2158.0000,8088.0000,1928.0000,5889.0000,1945.0000,15649.0000,157.0000,1652.0000,15282.0000,1428.0000,18520.0000,2789.0000,55321.0000,2049.0000,15528.0000,1742.0000,18500.0000,44.0000,656.0000,3120.0000,61397.0000,2398.0000,8783.0000,628.0000,683.0000,2945.0000,6978.0000,3115.0000,17370.0000,2626.0000,20026.0000,2505.0000,8614.0000,8437.0000,305411.0000,3860.0000,4436.0000,1798.0000,2374.0000,403.0000,181.0000,885.0000,585.0000,2252.0000,4672.0000,1912.0000,4090.0000,1438.0000,1782.0000,122.0000,570.0000,7407.0000,44418.0000,8186.0000,48000.0000,1749.0000,4683.0000,9421.0000,24614.0000
26,MI,139,Ottawa County,0,118651.0000,57710.0000,66177.0000,250810.0000,83075.0000,6323511.0000,99073.0000,4556307.0000,50713.0000,105974.0000,28466.0000,149746.0000,25696.0000,110658.0000,17275.0000,184883.0000,1049.0000,21379.0000,202763.0000,14644.0000,212598.0000,22799.0000,372469.0000,16128.0000,125787.0000,14153.0000,165300.0000,655.0000,10937.0000,44013.0000,951116.0000,36991.0000,164089.0000,5968.0000,5635.0000,41989.0000,133295.0000,43919.0000,315992.0000,36121.0000,283934.0000,38229.0000,219632.0000,90368.0000,4159630.0000,47066.0000,65980.0000,24168.0000,35393.0000,5227.0000,2376.0000,9273.0000,6364.0000,16070.0000,31829.0000,13844.0000,28075.0000,13402.0000,18593.0000,1977.0000,11956.0000,79011.0000,664703.0000,85126.0000,707330.0000,18194.0000,67970.0000,93834.0000,274831.0000
26,MI,141,Presque Isle County,0,6353.0000,3203.0000,4394.0000,12093.0000,2849.0000,235426.0000,4490.0000,142927.0000,3547.0000,4786.0000,1468.0000,3503.0000,1310.0000,2248.0000,1021.0000,2231.0000,282.0000,996.0000,3335.0000,1040.0000,13303.0000,2136.0000,43733.0000,1325.0000,9281.0000,1237.0000,12483.0000,0.0000,0.0000,1281.0000,22582.0000,890.0000,3015.0000,351.0000,340.0000,1210.0000,3092.0000,1279.0000,6842.0000,975.0000,6954.0000,1009.0000,2597.0000,4376.0000,145041.0000,1836.0000,1854.0000,719.0000,926.0000,119.0000,55.0000,505.0000,337.0000,1071.0000,2026.0000,902.0000,1711.0000,602.0000,739.0000,36.0000,129.0000,3908.0000,20396.0000,4373.0000,21750.0000,877.0000,2159.0000,4977.0000,12258.0000
26,MI,143,Roscommon County,0,11440.0000,5364.0000,7070.0000,21023.0000,4661.0000,409566.0000,7934.0000,214074.0000,5028.0000,7988.0000,2418.0000,6969.0000,2099.0000,4286.0000,1575.0000,11630.0000,49.0000,1943.0000,4467.0000,1778.0000,20878.0000,4576.0000,98348.0000,1685.0000,12952.0000,2707.0000,26121.0000,23.0000,316.0000,2518.0000,45549.0000,1523.0000,5335.0000,874.0000,945.0000,2384.0000,7116.0000,2503.0000,14164.0000,1995.0000,14454.0000,1899.0000,4555.0000,7552.0000,240167.0000,2660.0000,2433.0000,1029.0000,1172.0000,152.0000,70.0000,721.0000,453.0000,2236.0000,4187.0000,1876.0000,3613.0000,1143.0000,1344.0000,75.0000,321.0000,6835.0000,35246.0000,7779.0000,37815.0000,1851.0000,4119.0000,8783.0000,19125.0000
26,MI,145,Saginaw County,0,90780.0000,34336.0000,54420.0000,175538.0000,53998.0000,3923154.0000,73091.0000,2640485.0000,37111.0000,53241.0000,16463.0000,45431.0000,14658.0000,29699.0000,11489.0000,119673.0000,1135.0000,12083.0000,61355.0000,9515.0000,111792.0000,25935.0000,522223.0000,12220.0000,91095.0000,13840.0000,148558.0000,318.0000,7843.0000,22722.0000,432710.0000,18066.0000,80796.0000,4005.0000,3659.0000,21160.0000,56244.0000,22669.0000,148499.0000,18397.0000,126357.0000,19122.0000,73041.0000,64450.0000,2490202.0000,28898.0000,33069.0000,13519.0000,17128.0000,2816.0000,1284.0000,6531.0000,4196.0000,19365.0000,43557.0000,17255.0000,38823.0000,12332.0000,14395.0000,1004.0000,5458.0000,56920.0000,395021.0000,63336.0000,417974.0000,13074.0000,34293.0000,72696.0000,197911.0000
26,MI,147,St. Clair County,0,78332.0000,33438.0000,49770.0000,152742.0000,45241.0000,3402944.0000,61858.0000,2472265.0000,30139.0000,43743.0000,14428.0000,43294.0000,12978.0000,29496.0000,10357.0000,82254.0000,887.0000,10677.0000,40333.0000,8871.0000,112229.0000,19481.0000,378632.0000,14894.0000,122807.0000,10747.0000,116852.0000,222.0000,3352.0000,26269.0000,459401.0000,19778.0000,76386.0000,5633.0000,3720.0000,22873.0000,63763.0000,26028.0000,152278.0000,20753.0000,169171.0000,19920.0000,49096.0000,55689.0000,2176790.0000,25074.0000,30960.0000,12316.0000,16530.0000,2138.0000,911.0000,5632.0000,3833.0000,12881.0000,25673.0000,11178.0000,22307.0000,8066.0000,9803.0000,772.0000,3403.0000,49595.0000,326471.0000,54139.0000,345258.0000,10526.0000,27061.0000,63118.0000,166623.0000
26,MI,149,St. Joseph County,0,27248.0000,11772.0000,17110.0000,57186.0000,18222.0000,1051022.0000,21953.0000,769947.0000,9611.0000,14267.0000,4436.0000,13917.0000,4024.0000,9554.0000,3869.0000,29625.0000,835.0000,3230.0000,14232.0000,3135.0000,40499.0000,5735.0000,83002.0000,5193.0000,35497.0000,3365.0000,34433.0000,70.0000,986.0000,5698.0000,102164.0000,4662.0000,17563.0000,839.0000,804.0000,5349.0000,13020.0000,5682.0000,32805.0000,4743.0000,34149.0000,4286.0000,14787.0000,19160.0000,636007.0000,8841.0000,10046.0000,4828.0000,6034.0000,751.0000,365.0000,1801.0000,1246.0000,5583.0000,11853.0000,4942.0000,10629.0000,4363.0000,6174.0000,205.0000,1068.0000,16358.0000,88999.0000,18017.0000,96198.0000,3512.0000,11274.0000,22166.0000,59899.0000
26,MI,151,Sanilac County,0,19121.0000,9163.0000,13657.0000,38927.0000,11685.0000,685443.0000,14130.0000,469870.0000,7469.0000,12616.0000,3589.0000,9077.0000,3175.0000,6507.0000,3242.0000,24240.0000,1392.0000,2845.0000,11026.0000,2244.0000,23040.0000,4677.0000,78929.0000,3825.0000,29498.0000,2626.0000,25506.0000,66.0000,762.0000,3772.0000,66267.0000,2864.0000,10240.0000,784.0000,633.0000,3467.0000,7561.0000,3760.0000,19518.0000,2937.0000,20697.0000,2921.0000,8316.0000,12795.0000,413729.0000,5886.0000,6970.0000,2789.0000,3558.0000,446.0000,197.0000,1465.0000,1050.0000,3847.0000,7905.0000,3242.0000,6757.0000,2463.0000,3204.0000,134.0000,530.0000,10934.0000,57184.0000,12571.0000,63534.0000,2714.0000,9434.0000,14718.0000,38141.0000
26,MI,153,Schoolcraft County,0,3597.0000,1730.0000,2309.0000,6951.0000,1830.0000,143842.0000,2734.0000,97520.0000,2051.0000,2241.0000,693.0000,1654.0000,621.0000,1205.0000,478.0000,2354.0000,32.0000,491.0000,3039.0000,394.0000,4377.0000,1105.0000,24411.0000,598.0000,4083.0000,642.0000,6165.0000,0.0000,0.0000,683.0000,13372.0000,518.0000,1819.0000,144.0000,123.0000,631.0000,1466.0000,681.0000,3590.0000,511.0000,3640.0000,491.0000,1356.0000,2621.0000,90089.0000,1141.0000,1238.0000,524.0000,670.0000,71.0000,22.0000,315.0000,227.0000,654.0000,1309.0000,568.0000,1183.0000,379.0000,427.0000,30.0000,144.0000,2331.0000,12542.0000,2502.0000,13119.0000,540.0000,966.0000,2868.0000,7059.0000
26,MI,155,Shiawassee County,0,32314.0000,14710.0000,19912.0000,64719.0000,19386.0000,1332108.0000,26277.0000,966373.0000,12005.0000,14936.0000,5134.0000,13140.0000,4538.0000,8293.0000,4466.0000,28664.0000,1018.0000,3901.0000,6446.0000,3244.0000,36093.0000,8908.0000,176263.0000,5449.0000,40637.0000,4506.0000,45470.0000,60.0000,790.0000,8817.0000,156149.0000,7172.0000,25096.0000,1382.0000,1254.0000,8301.0000,20659.0000,8791.0000,49715.0000,7493.0000,55710.0000,6970.0000,20270.0000,23615.0000,815560.0000,10944.0000,13068.0000,5437.0000,7219.0000,1078.0000,430.0000,2490.0000,1624.0000,5921.0000,11689.0000,5084.0000,10259.0000,3737.0000,4565.0000,231.0000,848.0000,20835.0000,112518.0000,23082.0000,120380.0000,4491.0000,9526.0000,25989.0000,67565.0000
26,MI,157,Tuscola County,0,25413.0000,12049.0000,16947.0000,51026.0000,14991.0000,960494.0000,20497.0000,657944.0000,9941.0000,14436.0000,3779.0000,8328.0000,3310.0000,5567.0000,3736.0000,20514.0000,1014.0000,2961.0000,6918.0000,2400.0000,23108.0000,7366.0000,142896.0000,4678.0000,36951.0000,3844.0000,36269.0000,52.0000,671.0000,5603.0000,96556.0000,4437.0000,14396.0000,978.0000,870.0000,5195.0000,11373.0000,5587.0000,28194.0000,4427.0000,28957.0000,4440.0000,15108.0000,18259.0000,571164.0000,8203.0000,9747.0000,4005.0000,5245.0000,750.0000,322.0000,2138.0000,1441.0000,4830.0000,9705.0000,4182.0000,8494.0000,3039.0000,3750.0000,114.0000,375.0000,16022.0000,74511.0000,18051.0000,80947.0000,3591.0000,7910.0000,20357.0000,51051.0000
26,MI,159,Van Buren County,0,34740.0000,15170.0000,20327.0000,72337.0000,22697.0000,1475001.0000,28084.0000,1115669.0000,12106.0000,17944.0000,5835.0000,19121.0000,5254.0000,12607.0000,5112.0000,43939.0000,926.0000,4245.0000,21660.0000,3681.0000,54387.0000,7160.0000,112151.0000,5718.0000,47691.0000,4150.0000,44778.0000,105.0000,1362.0000,9403.0000,181475.0000,7724.0000,30741.0000,1396.0000,1203.0000,8888.0000,27432.0000,9382.0000,61981.0000,7945.0000,61109.0000,7193.0000,25539.0000,24139.0000,938302.0000,11197.0000,13402.0000,5961.0000,7658.0000,1104.0000,549.0000,2255.0000,1490.0000,6996.0000,14746.0000,6152.0000,13167.0000,5245.0000,7039.0000,347.0000,1565.0000,20980.0000,145233.0000,23143.0000,155196.0000,4870.0000,14547.0000,27712.0000,74920.0000
26,MI,161,Washtenaw County,0,158510.0000,59543.0000,77211.0000,298991.0000,87678.0000,11125115.000,131625.0000,8366339.0000,71472.0000,138445.0000,42541.0000,257405.0000,38261.0000,184196.0000,26982.0000,379129.0000,1028.0000,33444.0000,309001.0000,15394.0000,273164.0000,31808.0000,785656.0000,13232.0000,108836.0000,19613.0000,283342.0000,1751.0000,30265.0000,64236.0000,1533253.0000,52730.0000,296609.0000,8457.0000,8016.0000,58540.0000,291255.0000,64053.0000,616292.0000,51445.0000,512370.0000,53363.0000,211442.0000,123005.0000,8275873.0000,57230.0000,78801.0000,21785.0000,28500.0000,6884.0000,3359.0000,10717.0000,8969.0000,19726.0000,36635.0000,16880.0000,30951.0000,13005.0000,17557.0000,6601.0000,36156.0000,111390.0000,1682943.0000,119751.0000,1472847.0000,29985.0000,120937.0000,120946.0000,382853.0000
